,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
2632,929106971328657953,https://www.airbnb.com/rooms/929106971328657953,20250619031426,2025-06-19,city scrape,Luxury Ocean View Condo w/ Roof Top Deck,"Paradise on the East Side of South Boston, just two blocks from the beach.<br /><br />Enjoy the private roof deck with ocean/city skyline views, outdoor tv and fire pit. The main floor offers high-end appliances/furnishings, full bathroom and living room leading to your nano doors and deck for an indoor/outdoor living experience. Second floor of living boasts a bright master suite and 2nd bedroom/office.",South Boston. Two blocks from the beach. Minutes from Castle Island and the Seaport area.,https://a0.muscache.com/pictures/miso/Hosting-929106971328657953/original/acd02cee-634c-4fa1-a27c-7dcb32737ce8.jpeg,164838101,https://www.airbnb.com/users/show/164838101,Taylor,2017-12-29,"Boston, MA",,within a day,100%,,f,https://a0.muscache.com/im/pictures/user/9c0239be-706f-45d4-9ae1-664e052df507.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9c0239be-706f-45d4-9ae1-664e052df507.jpg?aki_policy=profile_x_medium,South Boston,1,1,"['email', 'phone']",t,t,Neighborhood highlights,South Boston,,42.33395,-71.0286,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Wine glasses"", ""Essentials"", ""Barbecue utensils"", ""Private entrance"", ""Drying rack for clothing"", ""Indoor fireplace: gas"", ""Baking sheet"", ""Smoke alarm"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Beach view"", ""Stainless steel oven"", ""Ocean view"", ""Clothing storage: walk-in closet, closet, and dresser"", ""City skyline view"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Free dryer \u2013 In unit"", ""Room-darkening shades"", ""Long term stays allowed"", ""Fire pit"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Trash compactor"", ""Bed linens"", ""Microwave"", ""Luggage dropoff allowed"", ""Sun loungers"", ""Freezer"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Mini fridge"", ""Pets allowed"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Outdoor furniture"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Stainless steel gas stove"", ""Hot water"", ""Iron"", ""Wifi"", ""Outdoor dining area"", ""Toaster"", ""Hangers"", ""Central heating"", ""Exterior security cameras on property"", ""Coffee maker: drip coffee maker"", ""Bluetooth sound system"", ""Central air conditioning"", ""Free street parking""]",$199.00,91,365,91,91,365,365,91.0,365.0,,t,0,0,2,122,2025-06-19,0,0,0,17,0,0,0.0,,,,,,,,,,,f,1,1,0,0,
2678,937183131999021153,https://www.airbnb.com/rooms/937183131999021153,20250619031426,2025-06-19,city scrape,Private Queen Bedroom in city,"Quiet private queen bedroom in the center of Boston. 15-20 minutes away from MGH, Beth Israel, BWH, BMC,etc. <br />Clean, all utilities included in pricing including tv’s & wifi, street parking, laundry unit in basement, walking distance to local transit that takes you to downtown Boston in 15 minutes. Local stores, shopping malls, eateries in 5-10 walking minutes.","Quiet, convenient, close to transit, walkable neighborhood with many resources",https://a0.muscache.com/pictures/00983c2d-2748-4502-8933-de55003320df.jpg,474189195,https://www.airbnb.com/users/show/474189195,Patrice,2022-08-09,"Boston, MA","Hi!
I love traveling, eating & laying in the sun! 

Looking forward to hosting & providing you with an enjoyable experience!",within a day,67%,11%,f,https://a0.muscache.com/im/pictures/user/2f8d3b82-b232-4027-8ce7-b2a5e4f1645a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2f8d3b82-b232-4027-8ce7-b2a5e4f1645a.jpg?aki_policy=profile_x_medium,Dorchester,2,6,"['email', 'phone']",t,t,Neighborhood highlights,Dorchester,,42.30451,-71.06783,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Washer"", ""Patio or balcony"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Dishes and silverware"", ""Books and reading material"", ""Clothing storage"", ""Coffee"", ""Dining table"", ""Oven"", ""Room-darkening shades"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Ceiling fan"", ""Microwave"", ""Host greets you"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""TV"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Backyard"", ""Shower gel"", ""Heating"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Stove"", ""Bathtub"", ""Free parking on premises"", ""Blender"", ""Free street parking""]",$65.00,31,365,31,31,365,365,31.0,365.0,,t,27,57,87,267,2025-06-19,1,0,0,193,0,0,0.0,2023-10-21,2023-10-21,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,f,2,0,2,0,0.05
2705,947048477211720567,https://www.airbnb.com/rooms/947048477211720567,20250619031426,2025-06-19,previous scrape,Modern Condo in Beacon Hill,"Welcome home!<br /><br />A unique 2-bed, 2-bath home in the heart of Beacon Hill. We recently gut-renovated it with modern fixtures and appliances while maintaining the historic charm. We prioritized multi-functional spaces, ample kitchen space with updated appliances, open concept living, storage space, and comfort. <br /><br />The home is centrally located—two blocks from Flour Bakery, Whole Foods, and MGH, 6 min walk to Boston Common, 15 walk to the North End and near to the Red, Blue, and Green T lines.","This is in the heart of Beacon Hill. We are a block from Flour Bakery, the Vilna Shul, the Myrtle Street Park, and Mass General Hospital. We are 5 min walk from Boston Common, the Esplanade, the red line and the blue line.",https://a0.muscache.com/pictures/miso/Hosting-947048477211720567/original/fcf9c590-f69e-4f52-8b01-90c9afa9050f.jpeg,1921132,https://www.airbnb.com/users/show/1921132,Matthew,2012-03-14,"Boston, MA","Hi.

I'm Matt Bartek and I'm a husband, dad, surgeon, and health services researcher. I grew up in the Boston area, lived in Washington DC, San Juan del Sur - Nicaragua, Lima - Peru and Seattle - Washington, and I've moved (back) to Boston with my family.

I look forward to meeting you!",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/7c4da275-8c64-4dca-9fe7-5e8c50e1be62.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7c4da275-8c64-4dca-9fe7-5e8c50e1be62.jpg?aki_policy=profile_x_medium,Beacon Hill,1,3,"['email', 'phone']",t,t,Neighborhood highlights,Beacon Hill,,42.3600668,-71.0667461,Entire rental unit,Entire home/apt,4,,2 baths,2.0,,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Paid parking garage off premises"", ""Drying rack for clothing"", ""Clothing storage: closet and dresser"", ""Baking sheet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dove shampoo"", ""Dishes and silverware"", ""Fast wifi \u2013 229 Mbps"", ""Dove body soap"", ""Thermador stainless steel single oven"", ""Private backyard \u2013 Fully fenced"", ""Books and reading material"", ""Cleaning available during stay"", ""Coffee"", ""Changing table - always at the listing"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Dove conditioner"", ""Room-darkening shades"", ""Long term stays allowed"", ""Coffee maker"", ""Indoor fireplace: wood-burning"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Freezer"", ""Free washer \u2013 In unit"", ""Thermador gas stove"", ""Miele refrigerator"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Outdoor furniture"", ""Fire extinguisher"", ""Lockbox"", ""TV"", ""Dishwasher"", ""Laundromat nearby"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Shower gel"", ""Outdoor dining area"", ""Hangers"", ""Safe"", ""Central heating"", ""Bathtub"", ""Central air conditioning""]",,365,365,365,365,365,365,365.0,365.0,,t,18,48,78,353,2025-06-19,2,0,0,184,0,0,,2023-08-11,2023-12-23,5.0,5.0,5.0,5.0,5.0,5.0,4.5,Exempt: This listing is a unit used for furnished institutional or business stays,f,1,1,0,0,0.09
2757,965769862121915466,https://www.airbnb.com/rooms/965769862121915466,20250619031426,2025-06-19,city scrape,Beautiful Two Bedroom Apartment,This stylish place to stay is perfect for group trips.,,https://a0.muscache.com/pictures/miso/Hosting-965769862121915466/original/e81f44ce-b2d3-407c-b725-dcaebecd6a9f.png,8898973,https://www.airbnb.com/users/show/8898973,Gianni,2013-09-17,"Boston, MA","Friendly,responsible and profesional.",within a day,80%,67%,f,https://a0.muscache.com/im/users/8898973/profile_pic/1380147848/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8898973/profile_pic/1380147848/original.jpg?aki_policy=profile_x_medium,Roxbury,4,4,"['email', 'phone']",t,t,,Roxbury,,42.3240913,-71.0907016,Entire rental unit,Entire home/apt,2,2.0,2 baths,2.0,2.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Washer"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Dishes and silverware"", ""Stainless steel single oven"", ""Hot water kettle"", ""Self check-in"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Ceiling fan"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Lockbox"", ""Fire extinguisher"", ""Free driveway parking on premises \u2013 1 space"", ""TV"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Gas stove"", ""Shower gel"", ""Iron"", ""Wifi"", ""Toaster"", ""Hangers"", ""Single level home"", ""Central heating"", ""Coffee maker: drip coffee maker"", ""Central air conditioning"", ""Free street parking""]",$115.00,91,365,91,91,365,365,91.0,365.0,,t,0,0,17,197,2025-06-19,1,0,0,123,1,0,0.0,2024-06-15,2024-06-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,4,4,0,0,0.08
2825,979127995487134262,https://www.airbnb.com/rooms/979127995487134262,20250619031426,2025-06-19,city scrape,"Convenient, Brand new,Comfy!","You will enjoy easy access to everything from this centrally located place. 2 subway stops within 10 mins walking distance. Uber to North end restaurants will take 5 mins. Super market 3 min walk, close to the water and the newly opened restaurants along the east boston waterfront.",,https://a0.muscache.com/pictures/4d1dc8ef-eb7f-40bc-a116-1016b4dc8bb2.jpg,53168234,https://www.airbnb.com/users/show/53168234,John,2016-01-03,"Boston, MA",,within a day,67%,47%,f,https://a0.muscache.com/im/pictures/user/8a360233-9cc0-4428-931a-147b64d6c2a6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8a360233-9cc0-4428-931a-147b64d6c2a6.jpg?aki_policy=profile_x_medium,East Boston,1,3,"['email', 'phone']",t,t,,East Boston,,42.3751160129216,-71.03648402799509,Private room in rental unit,Private room,1,2.0,2 baths,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Elevator"", ""Hot water kettle"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Dining table"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Freezer"", ""Refrigerator"", ""Pets allowed"", ""Fire extinguisher"", ""TV"", ""Lock on bedroom door"", ""Dishwasher"", ""Laundromat nearby"", ""Keypad"", ""Cooking basics"", ""Kitchen"", ""Gas stove"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Outdoor dining area"", ""Central heating"", ""Bathtub"", ""Waterfront"", ""Free parking on premises"", ""Blender""]",$190.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,268,2025-06-19,18,9,0,195,14,54,10260.0,2023-10-14,2025-04-22,4.94,5.0,5.0,4.83,4.94,4.94,4.83,STR-539781,f,1,0,1,0,0.88
2841,985499257021530456,https://www.airbnb.com/rooms/985499257021530456,20250619031426,2025-06-19,city scrape,Hidden Oasis in Trendy Boston Neighborhood,"Country living in the city!  The space is a very large and sunny guest suite on the first floor with a detached bathroom in a historic house in the heart of Jamaica Plain neighborhood.  You will be steps from shops, restaurants, parks, and public transportation.<br /><br />FRAGRANCE FREE: please note that we are sensitive to perfumes. If you wear highly scented products, our home will not be a good fit :)","Jamaica Plain is a trendy neighborhood with lots of great dining and shopping options, host to a local art and music scene, and many City of Boston green spaces, all at walking distance from the rental unit. We are located off of JP's Center Street, which is lined with shops and restaurants. Some of Boston's most treasured green spaces -  the Arnold Arboretum and Jamaica Plain Pond, are nearby. <br /><br />For those hoping to explore the rest of Boston via public transportation, the 39 bus stops at the bottom of our street and gets you to Back Bay in 15 minutes. Green Street Station, on the orange line, is a 10 minute walk from the rental unit and a short 15-minute ride to downtown Boston.",https://a0.muscache.com/pictures/miso/Hosting-985499257021530456/original/09406aaf-88ae-4d45-ba7a-6a32af1e5c24.jpeg,12795084,https://www.airbnb.com/users/show/12795084,Lynne,2014-03-04,"Boston, MA","I am a college instructor, writer, avid cook, and gardener.  My research interests include the intersections between culture, language, food rituals, and questions of identity. My favorite pastime is to share a leisurely meal with friends and family.",within a day,100%,81%,t,https://a0.muscache.com/im/pictures/user/5623ea7b-0096-4837-8fae-9fdc62bb3d39.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5623ea7b-0096-4837-8fae-9fdc62bb3d39.jpg?aki_policy=profile_x_medium,Jamaica Plain,2,4,"['email', 'phone']",t,t,Neighborhood highlights,Jamaica Plain,,42.31500761298455,-71.11426414828182,Private room in home,Private room,1,1.0,1 private bath,1.0,1.0,"[""Essentials"", ""Hot water"", ""Body soap"", ""Outdoor dining area"", ""Smoke alarm"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Central heating"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Portable fans"", ""Microwave"", ""Host greets you"", ""Clothing storage: wardrobe"", ""Hair dryer""]",$110.00,1,4,1,1,4,4,1.0,4.0,,t,1,6,33,33,2025-06-19,38,18,4,33,19,108,11880.0,2023-09-29,2025-06-05,4.97,4.97,5.0,4.97,5.0,4.95,4.92,STR-538357,f,1,0,1,0,1.81
2849,990560533488615867,https://www.airbnb.com/rooms/990560533488615867,20250619031426,2025-06-19,city scrape,Newly renovated penthouse 1 bed,"Convenient to the Longwood Medical Area, downtown and the Green Brigham Circle T stop.  Newly renovated penthouse 1 bed with views of downtown Boston from the skylights. This 4th floor walk-up has refinished, reclaimed wood floors, new kitchen with white quartz counters, freshly painted and new central air. There is free laundry in the basement.","Mission Hill is a walkable neighborhood convenient to the Longwood Medical Area, restaurants, groceries and transportation.",https://a0.muscache.com/pictures/miso/Hosting-990560533488615867/original/5b9a0196-9377-4077-ac6c-1fb4abed6ab1.jpeg,26988,https://www.airbnb.com/users/show/26988,Anne,2009-07-22,"Boston, MA","I manage a number of furnished units around Boston and Brookline with my business partner Joseph Morrissey.  I am a Realtor with Unlimited Sotheby's  and do sales/rentals in the greater Boston market.  I also manage a sculpture school/studio with my husband, sculptor Morris Norvin.  Stonybrook Fine Arts, is located in the Boston neighborhood Jamaica Plain across the street from the famous Sam Adams Brewery.  We offer a variety of one day workshops on our calendar including welding, jewelry and metal casting.   Longer classes are available and meet one time each week including the options above as well as mold making, live figure modeling and foundry.  Custom workshops are available for small groups, birthday parties, bachelorette parties, make your own wedding bands, create an engagement ring and team building.  We are happy to arrange a tour of Sam Adams after a daytime workshop not occurring on Sunday.  Contact us for more details to set up your custom event!

",within a day,70%,38%,t,https://a0.muscache.com/im/pictures/user/d7d71322-db4f-45f8-92f7-ec27a50d5773.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d7d71322-db4f-45f8-92f7-ec27a50d5773.jpg?aki_policy=profile_x_medium,Beacon Hill,12,32,"['email', 'phone']",t,t,Neighborhood highlights,Mission Hill,,42.33164437541686,-71.10437449827246,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Dedicated workspace"", ""TV""]",$76.00,91,365,91,91,365,365,91.0,365.0,,t,0,0,0,230,2025-06-19,0,0,0,61,0,0,0.0,,,,,,,,,,,t,8,8,0,0,
2894,1008752304965918963,https://www.airbnb.com/rooms/1008752304965918963,20250619031426,2025-06-19,city scrape,Peaceful 3BR Home w/ Park & close to Harvard/BC/BU,"Renovated 3BR condo which occupies the 2nd floor of a two-family brick home. <br /><br />Located on a peaceful tree-lined street tucked away in bustling Allston. We are just a few minutes walk to a wide variety of unique restaurants, bars and shops. (93 Walk Store)<br /><br />The green line T (Allston St.) and major bus routes are also just a 5 minute walk away, allowing easy access to  Boston/Cambridge and surrounding area<br /><br />Close to Harvard/MIT, Harvard Business school, downtown. One off street parking incl.",,https://a0.muscache.com/pictures/miso/Hosting-1008752304965918963/original/eb638919-4dfd-4602-8649-a266e1966711.jpeg,306329570,https://www.airbnb.com/users/show/306329570,Jonathan,2019-11-02,"Cambridge, MA","Hello! I'm Jon and thank you for checking out our listings

Amy & I have hosted/co-hosted short term rentals and b&bs around the Boston area since 2008. We enjoy hosting people from all backgrounds and walks of life and are always happy to lend a hand. 

Please don't hesitate to reach out if you have any questions or are unsure of anything!

",within a day,90%,87%,,https://a0.muscache.com/im/pictures/user/User/original/d1a1418f-3de5-4e37-b11b-3ce584d11309.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/d1a1418f-3de5-4e37-b11b-3ce584d11309.jpeg?aki_policy=profile_x_medium,Brighton,12,14,"['email', 'phone']",t,t,,Allston,,42.3515002,-71.1408802,Entire home,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Essentials"", ""Private entrance"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Dishes and silverware"", ""Clothing storage"", ""Hot water kettle"", ""Dining table"", ""Oven"", ""Room-darkening shades"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Ceiling fan"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Ethernet connection"", ""TV"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Rice maker"", ""Gas stove"", ""Shower gel"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Safe"", ""Radiant heating"", ""Single level home"", ""Bathtub"", ""Free parking on premises""]",$250.00,29,365,45,45,365,365,45.0,365.0,,t,11,35,65,168,2025-06-19,12,6,0,94,11,255,63750.0,2024-02-27,2025-05-07,4.92,5.0,4.67,5.0,4.83,4.92,4.75,Exempt: This listing is a unit used for furnished institutional or business stays,f,4,4,0,0,0.75
2909,1013809941350572051,https://www.airbnb.com/rooms/1013809941350572051,20250619031426,2025-06-19,city scrape,Beautiful rooms near red line!,"We are excited to host you! We are only taking weekend reservations at this time. You will have a beautiful room to yourself with an air mattress,  have a shared bathroom, and will have access to all shared amenities. We have 2 small children and a dog and are looking for someone who is family friendly and easy going. We are a two block walk from the Fields Corner Train stop on the Red Line, 20 minutes (by car, train, or bike) to downtown. We are 1 block away from a Target with a grocery store.",,https://a0.muscache.com/pictures/miso/Hosting-1013809941350572051/original/8ff810c4-f3eb-48b0-959c-3b02b24793b9.png,13160153,https://www.airbnb.com/users/show/13160153,Rachel,2014-03-15,"Boston, MA",,within a day,100%,33%,f,https://a0.muscache.com/im/pictures/user/654dfbb9-9167-40d8-8d16-1d50a7f20b03.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/654dfbb9-9167-40d8-8d16-1d50a7f20b03.jpg?aki_policy=profile_x_medium,Dorchester,1,3,"['email', 'phone']",t,f,,Dorchester,,42.29889,-71.06402,Private room in home,Private room,1,1.5,1.5 baths,1.0,1.0,"[""Kitchen"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Outdoor dining area"", ""BBQ grill"", ""Dedicated workspace"", ""Fire extinguisher"", ""Fire pit"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Carbon monoxide alarm""]",$150.00,1,365,1,1,365,365,1.0,365.0,,t,23,53,83,263,2025-06-19,1,1,0,189,0,6,900.0,2025-04-22,2025-04-22,5.0,4.0,5.0,5.0,5.0,5.0,4.0,STR-582651,f,1,0,1,0,0.51
3041,1034145517976170721,https://www.airbnb.com/rooms/1034145517976170721,20250619031426,2025-06-19,city scrape,Private room & bathroom at West Roxbury near MBTA,"Private room with dedicated bathroom at West Roxbury :<br />1)It's a 15-minute walk to the MBTA West Roxbury train station, and it takes 45 minutes by train to reach South Station<br />2) Good commuting to 95 free way.<br />3) Arboretum of Harvard 5 mins by car.<br />4) Millennium park 5 mins walking distance.<br />5) 15 mins walking distance to a Star Market.<br />6)I speak Spanish, English and a bit of Russian<br />7)Smoking and alcohol consumption are not permitted.<br />8)The room has a lock<br />9)YMCA Gym at 15 min walking distance",,https://a0.muscache.com/pictures/hosting/Hosting-1034145517976170721/original/03a29e5b-10c1-42f8-9b0c-6977392580b8.jpeg,12102465,https://www.airbnb.com/users/show/12102465,Jorge E,2014-02-10,"Boston, MA",Eager traveler that enjoy small things,within a day,67%,80%,t,https://a0.muscache.com/im/pictures/user/User/original/71d6edf3-ba6b-44f7-8588-5674cb00303e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/71d6edf3-ba6b-44f7-8588-5674cb00303e.jpeg?aki_policy=profile_x_medium,West Roxbury,1,3,"['email', 'phone', 'work_email']",t,t,,West Roxbury,,42.2784006874308,-71.17125314973755,Private room in rental unit,Private room,1,4.0,4 baths,1.0,0.0,"[""Washer"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Clothing storage"", ""Dining table"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Microwave"", ""Free dryer"", ""Freezer"", ""Refrigerator"", ""TV"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Gas stove"", ""Heating"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Free parking on premises""]",$74.00,7,270,5,5,270,270,5.0,270.0,,t,10,31,31,201,2025-06-19,8,6,0,128,6,84,6216.0,2024-04-16,2025-04-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-548111,f,1,0,1,0,0.56
3062,1039000774691192703,https://www.airbnb.com/rooms/1039000774691192703,20250619031426,2025-06-19,city scrape,Beautiful Room Newly Renovated,"Kick back and relax in this calm, stylish space. The property is clean, well maintained and very quiet.  The are 6 rooms available spanning 2 floors.  2 of the rooms have a private bath and parking included.  All the appliances are brand new and the kitchen is very clean.  All doors to the bedrooms have electronic locks for optimal privacy. The entrance is equipped with the ring doorbell and the entry door lock is a WIFI enabled lock.",,https://a0.muscache.com/pictures/hosting/Hosting-1039000774691192703/original/a75a446f-4790-4f0a-ac67-cbf77a3a755c.jpeg,23860721,https://www.airbnb.com/users/show/23860721,Lenie,2014-11-17,"Alpharetta, GA",,within a day,92%,98%,f,https://a0.muscache.com/im/users/23860721/profile_pic/1416429509/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/23860721/profile_pic/1416429509/original.jpg?aki_policy=profile_x_medium,Dorchester,2,2,"['email', 'phone']",t,t,,Dorchester,,42.28523,-71.08062,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Baking sheet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Samsung stainless steel single oven"", ""Self check-in"", ""Coffee maker: espresso machine"", ""Dining table"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Ceiling fan"", ""Microwave"", ""Hair dryer"", ""Body soap"", ""Free washer \u2013 In building"", ""Pets allowed"", ""Extra pillows and blankets"", ""TV"", ""Lock on bedroom door"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Central heating"", ""Exterior security cameras on property"", ""Bathtub"", ""Free parking on premises"", ""Central air conditioning"", ""Free street parking""]",$77.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,11,25,31,261,2025-06-19,30,17,2,92,25,170,13090.0,2024-01-20,2025-06-08,4.97,5.0,4.97,5.0,4.9,4.53,4.93,STR-546512,t,2,0,2,0,1.74
3118,1051006846560102369,https://www.airbnb.com/rooms/1051006846560102369,20250619031426,2025-06-19,city scrape,Close to major hospitals,,Residential neighborhood flanked by bus routes that are a short walk away 5min or less.,https://a0.muscache.com/pictures/miso/Hosting-1051006846560102369/original/ceae84c8-870f-4376-a9f8-f9a46b150973.png,70329765,https://www.airbnb.com/users/show/70329765,Nadine,2016-05-04,"Boston, MA","Mom
Educator
PhD",within a day,50%,0%,f,https://a0.muscache.com/im/pictures/user/43d0dd33-3dce-4b53-9d91-5661e93f3ad1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/43d0dd33-3dce-4b53-9d91-5661e93f3ad1.jpg?aki_policy=profile_x_medium,Roxbury,1,1,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,Roxbury,,42.320108757690704,-71.0785428252252,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Kitchen"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""BBQ grill"", ""First aid kit"", ""Dedicated workspace"", ""Pets allowed"", ""Carbon monoxide alarm"", ""TV"", ""Free parking on premises""]",$110.00,91,365,91,91,365,365,91.0,365.0,,,0,0,0,106,2025-06-19,0,0,0,32,0,0,0.0,,,,,,,,,,,f,1,1,0,0,
